sm,ft,ma,gt
CC#CCC(C)C(O)/C=C/C1C(O)CC2C/C(=C/CCCC(=O)[O-])CC21,[-3.9883804  2.232669   3.4770854 ...  0.         0.         0.       ],[False False  True False False],[ 0.68752297  0.67181088 -0.89074355 -0.90081151 -0.42096075]
CC(C)O,[ 1.9508705 -3.7111125  1.4377992 ...  0.         0.         0.       ],[False False False False  True],[-0.13170356  0.99635444 -0.65284438 -0.95595743 -0.6518847 ]
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,"[-7.735116   -0.53682613  6.3806267  ...  0.          0.
  0.        ]",[False False  True False False],[-0.28682149  0.98198365 -0.83308042 -0.51138539 -0.00179165]
CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,[-1.8043418 -5.831186  -0.5531746 ...  0.         0.         0.       ],[False False False False  True],[ 0.43219988  0.97130844 -0.28126214 -1.02716467 -0.4962306 ]
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],[ 16.266468 -20.215775   8.830132 ...   0.         0.         0.      ],[False False False False  True],[ 0.42566945  0.98560112 -0.14589891 -0.75601193 -0.05498891]
CNC(=O)/C=C(/c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,"[ 0.40062404 -4.537372    2.3275518  ...  0.          0.
  0.        ]",[ True False False False False],[ 0.16364897  0.33243823 -0.94507416 -0.9205614   0.16722905]
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,[-0.5775821 -3.839081   3.3285432 ...  0.         0.         0.       ],[ True  True  True  True False],[ 0.24677415  0.76661743 -0.7814871  -0.8383121   0.33800359]
CCCCC=CCCCCCCO,[ 13.488904 -10.719958  16.36599  ...   0.         0.         0.      ],[False False False False  True],[-0.23436106  0.81347504 -0.78213542 -0.59116116 -0.59866962]
CCSP(=O)(CC)SCC,"[-24.611721    8.510119   -2.2766743 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.38756455 -0.87864392 -0.78473623 -0.65495755  0.56496674]
COP1(=S)OCc2ccccc2O1,[-6.5823956  3.5691538 -4.821905  ...  0.         0.         0.       ],[False False False False  True],[ 0.29610566  0.74293851 -0.88285046 -0.60267859  0.345898  ]
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,[21.502632 -9.004726 15.961976 ...  0.        0.        0.      ],[False False False False  True],[ 0.16785052  0.69436854 -0.8380618  -0.25412882  0.00443459]
CC(C)(C)c1cc(Cl)cc(Sc2cc(Cl)cc(C(C)(C)C)c2O)c1O,[-32.513977  15.805667   7.444976 ...   0.         0.         0.      ],[False False False False  True],[ 0.33830651  0.86215573 -0.75147746 -0.84132881 -0.32372506]
C#CC(C)(CCC=C(C)C)OC(C)=O,[11.515546   1.0213625  0.5131178 ...  0.         0.         0.       ],[False False False False  True],[ 0.05519025  0.55296816 -0.9213488  -0.50090431 -0.55033259]
Cc1nc(N)cc(SCc2ccc[n+]([O-])c2)n1,"[-4.2595315  -3.0329115  -0.05325258 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.56553479  0.98992646 -0.22371952 -0.17167655 -0.21862528]
CC12CC=CCC1C(=O)OC2=O,[-19.302353 -54.139465  35.888237 ...   0.         0.         0.      ],[False False False False  True],[-0.17331133  0.95098284  0.45791776 -0.88599949 -0.31175166]
Cc1nc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)no1,"[-14.316599     8.17118      0.33439833 ...   0.           0.
   0.        ]",[False  True False False False],[ 0.40075288  0.88478582 -0.98545944 -0.16685832 -0.7151682 ]
CC(=O)C=CC1=C(C)CCCC1(C)C,"[-23.536997  -17.116611    1.7578979 ...   0.          0.
   0.       ]",[False False False False  True],[-0.00108202 -0.96783157 -0.82609447 -0.89425007 -0.4097561 ]
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,[ 18.412853 -11.642015  20.191135 ...   0.         0.         0.      ],[False False False  True  True],[ 0.02764492  0.94567731 -0.69908092 -0.64612492 -0.11529933]
Cc1ncc([N+](=O)[O-])n1CCO,[-27.230743 -24.42962   12.091781 ...   0.         0.         0.      ],[False False  True  True  True],[-0.23888993  0.97340339 -0.88163885 -0.41215793 -0.35033259]
CCOP(=S)(OCC)Oc1ccc(C#N)cc1,[ 35.89139  -13.667597  15.20199  ...   0.         0.         0.      ],[False False False False  True],[ 0.24665896  0.49018292 -0.92825714 -0.87491063  0.8368071 ]
O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,[7.20897   4.8848815 5.5562587 ... 0.        0.        0.       ],[False False False False  True],[ 0.16511907  0.76186313 -0.94719768 -0.57645528  0.43104213]
Cc1cccc(C)c1O,[-31.118618  28.068596   3.156508 ...   0.         0.         0.      ],[False False False False  True],[ 0.74023748 -0.90657731 -0.95795293  0.41508252  0.03104213]
C=CCN(CC=C)C(=O)CCl,[34.38307   -7.0974445 28.778378  ...  0.         0.         0.       ],[False False False False  True],[ 0.50528371  0.97290627 -0.92767196 -0.87177096 -0.06696231]
C=CC(=O)OCCCOCC,"[ 11.774439   -1.4484979 -22.425442  ...   0.          0.
   0.       ]",[False False False False  True],[-0.1736611   0.81904729 -0.80159146  0.08084395 -0.11574279]
NCc1cccc(CN)c1,[-12.188067  15.056838  -6.523123 ...   0.         0.         0.      ],[False False False False  True],[ 0.25469738  0.74381361 -0.78989704 -0.95013226 -0.16851441]
CCCO,[-2.9029987  7.1699    -0.8416213 ...  0.         0.         0.       ],[False False False False  True],[ 0.44896393  0.91507271 -0.97734492 -0.71195013 -0.46075388]
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,[ 22.260603 -17.829796  21.291952 ...   0.         0.         0.      ],[False False False  True False],[-0.16959793  0.94177734 -0.66840802 -0.92187174 -0.28570489]
NC(=O)c1ccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)cc1,[-2.5250645 -3.3737006  2.8293571 ...  0.         0.         0.       ],[False  True False False False],[ 0.59489196 -0.54446086 -0.7751165  -0.25255771  0.07701575]
CC(=O)NNc1ccc(N)cc1,"[9.1069860e+00 4.2057037e-03 1.3035383e+01 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",[False False False False  True],[ 0.25157993  0.31712955 -0.70190672 -0.00271569  0.74146341]
CCOC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,"[-17.61734    10.7080555  -5.070813  ...   0.          0.
   0.       ]",[ True False False False False],[ 0.44308215 -0.05224584 -0.96359519 -0.29944699 -0.25951203]
COP(=S)(OC)SC,"[-10.130494    0.5712144 -10.1604595 ...   0.          0.
   0.       ]",[False False False False  True],[-0.19724743 -0.90810395 -0.93509057 -0.26385868  0.6713969 ]
Cc1ccc(-c2ccccc2)cc1,"[-6.800358   -0.77111244  4.2005796  ...  0.          0.
  0.        ]",[False False False False  True],[-0.49418478  0.89739651 -0.83391684 -0.85668375 -0.32372506]
COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,[17.600105  -9.465453   4.8750477 ...  0.         0.         0.       ],[False  True False False False],[-0.37878579  0.76129985 -0.79688718 -0.89752421 -0.10652014]
C[NH+](C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,[ 8.083003 -8.61403   6.554216 ...  0.        0.        0.      ],[False False  True False False],[ 0.53786452  0.76771222 -0.27769347 -0.68952738 -0.22386629]
CCCCN1CCOCC1,"[-12.379387   14.33712    -2.0599732 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.25053798  0.82390987 -0.95186608 -0.3699071   0.03592018]
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,"[-10.294373    9.9941635  -1.7044971 ...   0.          0.
   0.       ]",[False  True False False False],[-0.59314628  0.60354505 -0.70730334 -0.24973364 -0.42797597]
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,[19.487373  -2.2282143 20.74588   ...  0.         0.         0.       ],[False  True False False False],[ 0.24921941 -0.85051699  0.25275201  0.83288072 -0.37640417]
CCCS(=O)(=O)c1c(Cl)cnc(Cl)c1Cl,"[ 22.031221  -12.2023115  13.797705  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.3283325   0.83249338 -0.7947507  -0.58409879 -0.05631929]
C=C(C)C(=O)OCCN(C)C,[-8.9063425  2.6485229  1.0467136 ...  0.         0.         0.       ],[False False False False  True],[-0.54041024  0.74116073 -0.28214823 -0.17620517 -0.26297118]
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCc1ccccc1,[-21.291218   3.580371 -12.367815 ...   0.         0.         0.      ],[False False False False  True],[ 0.45035038 -0.3267732  -0.4308544  -0.71987243 -0.77960089]
O=[N+]([O-])c1cc([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1,"[-11.374688    2.0275717   1.3920273 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.3835597   0.74365105 -0.59819842 -0.85155641  0.81330377]
C[NH2+]CC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,"[-16.831589    -0.62102795   7.4639835  ...   0.           0.
   0.        ]",[False False  True False False],[ 0.35800034  0.1214303  -0.93626707 -0.33172659  0.17009845]
CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,[-4.033121  -1.2094843 -4.0784316 ...  0.         0.         0.       ],[False False  True False False],[ 0.49104341  0.77049    -0.95144158 -0.68573991 -0.02277768]
CC(=O)SCC(=O)Nc1nc2ccccc2s1,[-1.197366   1.3727183 -3.496943  ...  0.         0.         0.       ],[False False False False  True],[ 0.57756697  0.86840888 -0.96379141 -0.85738472  0.12283814]
COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,"[ 11.783823  -22.14937     2.8476205 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.35592873  0.97026263  0.89835853 -0.87980637  0.572949  ]
COc1cccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,"[-10.569933   -1.6537212  -5.638577  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.48689484  0.90928152 -0.82980932 -0.16653559 -0.34900222]
CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,[14.244408  -2.157126   1.7150884 ...  0.         0.         0.       ],[False False False False  True],[ 0.36484566  0.71960553 -0.27727059 -0.80579513 -0.13791574]
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,[-1.8405809  2.9257464 -8.956666  ...  0.         0.         0.       ],[ True False False False False],"[ 3.93135675e-01 -2.33800627e-04 -4.79301446e-01  8.08439524e-02
  2.87647154e-01]"
C#CCON=C1CC2CCC1(C)C2(C)C,"[-12.048585     0.26291394   6.946347   ...   0.           0.
   0.        ]",[False False False False  True],[-0.31002546 -0.0371697  -0.95669359 -0.3710876  -0.16851441]
CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,"[-8.042995   10.593272    0.33321053 ...  0.          0.
  0.        ]",[ True False False False False],[ 0.076954    0.92997544 -0.9244535  -0.87404049 -0.03349751]
COP(=O)(SC)c1ccccc1,"[ -6.011793    7.0729027 -13.038432  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.64837858 -0.68907981 -0.91649853 -0.83559033  0.45099778]
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,"[ 22.322853  -13.057901    7.9668713 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.40746281  0.61122867 -0.83439416  0.24796323  0.39113082]
CN(CCC#N)CCC#N,[-6.1709223 -1.9271483 -5.806475  ...  0.         0.         0.       ],[False False False False  True],[ 0.03138006  0.96023384 -0.34526765 -0.57437887 -0.15875831]
CCOC(=O)CCN1CC(=O)N(C)c2ccc(NCc3ccc(C(=N)N)cc3)cc2C1=O,[12.832448 -5.300012  8.380748 ...  0.        0.        0.      ],[ True False False False False],[-0.70428741  0.92508707 -0.97957539 -0.86672235 -0.59920795]
C=Cc1ccc(C)cc1,"[-11.571467   10.048918   -4.6115546 ...   0.          0.
   0.       ]",[False False False False  True],[-0.26717308  0.81422551 -0.97249537 -0.23376705 -0.36674058]
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,[ 6.1656475  7.3833933 -7.833152  ...  0.         0.         0.       ],[False False False False  True],[-0.40142883  0.81110059 -0.85793942 -0.69900353  0.01552106]
O=C(NC12CC3CC(CC(C3)C1)C2)OCCNC1CCCCC1,[ 24.83615  -10.514332  22.613338 ...   0.         0.         0.      ],[False  True False False False],[-0.16413148  0.35598227 -0.513014   -0.74600132  0.28232525]
Cc1cc(O)ccc1[N+](=O)[O-],[-11.030319   6.17885  -11.809966 ...   0.         0.         0.      ],[False False False False  True],[ 0.29714327  0.56508846 -0.70393348 -0.20567878 -0.44567627]
ClCc1cccc2ccccc12,[-2.7010753 -2.7106988 -2.7002232 ...  0.         0.         0.       ],[False False False False  True],[ 0.3353651   0.88464478 -0.41235659 -0.23934031 -0.10997783]
CC(=O)CCCOC(C)=O,[-4.936903  -1.5175889 -9.54425   ...  0.         0.         0.       ],[False False False False  True],[-0.04880143 -0.51908985  0.7329038  -0.00271569 -0.51929047]
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,"[ 0.22238612  1.0835352  -1.1182597  ...  0.          0.
  0.        ]",[False False False  True False],[-0.15949535  0.7296864  -0.62128492 -0.88009192  0.28105128]
C=O,[-5.038028   0.8498466  6.7233386 ...  0.         0.         0.       ],[False False False False  True],[ 0.25227087  0.95506233 -0.89556979 -0.08627533 -0.43104213]
CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[-3.1196556 -5.6523457  3.9098878 ...  0.         0.         0.       ],[False False False False  True],[ 0.06452962  0.86522049 -0.11336324  0.66576144  0.20709534]
NC(=O)C(=Cc1ccc([N+](=O)[O-])o1)c1ccco1,[ 2.2920854 -9.732791   2.7807534 ...  0.         0.         0.       ],[False False False False  True],[-0.01885041  0.95083897 -0.95522036 -0.95853933 -0.15210643]
CCCCOCCOC(C)=O,[ 10.309553 -18.800594  20.35046  ...   0.         0.         0.      ],[False False False False  True],[ 0.31037305  0.65084125 -0.30422717 -0.38393395 -0.32017738]
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,[11.152216  -5.3835     5.7073197 ...  0.         0.         0.       ],[False False  True False  True],[-0.19348049  0.99285931 -0.5477997  -0.3907326  -0.33303769]
CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,[ 12.705124 -12.150856  -1.414247 ...   0.         0.         0.      ],[False  True False False False],[ 0.23740595  0.95745938 -0.94531659 -0.819539   -0.16258529]
Nc1ccc(Cl)cc1,[-7.631338   7.9396973  2.669239  ...  0.         0.         0.       ],[False False False False  True],[ 0.15854389  0.30436092 -0.95905836 -0.81919663  0.03015521]
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,[ 6.4621377 -1.9253905  5.686302  ...  0.         0.         0.       ],[False False False False  True],[-0.08063108  0.70273157 -0.71860379  0.16440359  0.1827051 ]
CN(C)N=O,"[-0.87995625 -5.7240934   1.2768424  ...  0.          0.
  0.        ]",[False False False False  True],[-0.18828971  0.34531996 -0.17120331 -0.99746287  0.24833703]
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,[-6.207714   0.7890216  0.6707692 ...  0.         0.         0.       ],[False False  True False False],[ 0.1023533   0.92378254 -0.73596358 -0.80362183  0.80799619]
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,"[  5.869423  -12.134562    3.6837308 ...   0.          0.
   0.       ]",[False False  True False False],[ 0.09309532  0.71268385 -0.82397572 -0.94493719 -0.10712007]
COC(N)=O,[-3.2684007  5.418913   0.5029609 ...  0.         0.         0.       ],[False False False False  True],[ 0.44714734  0.8688452  -0.35440505 -0.41486089 -0.47361419]
CCCC(=O)OCN(C)N=O,[-1.7318566  3.0149293 -7.2679253 ...  0.         0.         0.       ],[False False False False  True],[ 0.42031272  0.86818552 -0.77081349 -0.49253956 -0.10864745]
CC1(C)C(C=NOCc2ccco2)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,[12.363533  -3.797307   0.5867634 ...  0.         0.         0.       ],[False False False False  True],[-0.36875719 -0.98479891 -0.54556723 -0.27848026  0.50687361]
Cc1nccn1-c1ccc(COc2cc(F)cc(C3(C(N)=O)CCOCC3)c2)cc1,[ 9.347183 -9.421484 16.301355 ...  0.        0.        0.      ],[False  True False False False],[ 0.0575158   0.40679468 -0.94503122 -0.69857606 -0.09911862]
CC1(C)OCC(COC(=O)Cc2ccc3c(c2)OCc2ccccc2C3=O)O1,"[ 1.8058640e+01  1.1954069e-02 -6.6349864e-01 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",[False False False False  True],[-0.16708385  0.98926503 -0.93621588 -0.8112933   0.47583149]
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,[-3.9728816  2.0595403 -5.452834  ...  0.         0.         0.       ],[False  True False False False],[ 0.02092721  0.84815362 -0.88573765 -0.17208622 -0.15203005]
CC1(C)C2CCC1(C)C(O)C2,[ 4.6417956 -1.528069   1.9594758 ...  0.         0.         0.       ],[False False False False  True],[ 0.10659165 -0.88367123 -0.8146287  -0.90829622 -0.49711752]
CCCOP(=S)(OC)Oc1cnn(C)c(=O)c1OC,[-4.6712666  9.428488  24.67145   ...  0.         0.         0.       ],[False False False False  True],[ 0.57972548  0.59881145 -0.79791552 -0.93571694  0.9804878 ]
CC(=O)NC1C(NC(N)=[NH2+])C=C(C(=O)[O-])OC1C(O)C(O)CO,[ 14.354728 -45.337967  35.19423  ...   0.         0.         0.      ],[False False  True False False],[ 0.35303682  0.97567476 -0.93323217 -0.9391618  -0.13790292]
Cc1cc(Cl)ccc1OCCCC(=O)O,[-14.151268  11.285805  -6.493638 ...   0.         0.         0.      ],[False False False False  True],[ 0.18033525  0.50253937 -0.45124367 -0.88833636 -0.00842572]
CO[Si](C)(OC)OC,"[-10.366024   20.172009    3.6360583 ...   0.          0.
   0.       ]",[False False False False  True],[-0.31396124  0.54477486 -0.95159425 -0.4522767  -0.6691796 ]
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,"[-12.197746   11.895939    1.4485223 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.03363882  0.91985392 -0.55507685 -0.55588948 -0.454102  ]
CCCCCCCCCc1ccc(O)cc1,[ 1.4088974 -1.7524097 -4.607026  ...  0.         0.         0.       ],[False False False False  True],[ 0.40323166  0.77557356 -0.78150951 -0.17563731 -0.1827051 ]
CC(C)=CCCC(C)CC=O,[-5.349077   1.9169908  3.5447626 ...  0.         0.         0.       ],[False False False False  True],[ 0.32207057  0.99646024 -0.21453029 -0.59476958 -0.32904656]
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,[18.363285  6.142893  6.676932 ...  0.        0.        0.      ],[False False False False  True],[-0.04081458  0.75372699 -0.78893429 -0.70742372 -0.25986696]
CCO[Si](C)(CCP(=O)(OCC)OCC)OCC,[22.968075   0.8964147 -6.4299936 ...  0.         0.         0.       ],[False False False False  True],[-0.27299419 -0.18633033  0.0815628  -0.91568721 -0.02882483]
C=CN(C(C)=O)c1ccccc1,[2.7881265 3.931398  5.276611  ... 0.        0.        0.       ],[False False False False  True],[-0.16688262  0.97323916 -0.95645956 -0.83055645 -0.32372506]
CC1CCCCC1=O,"[-10.642976     0.85816574  -0.63136107 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.48489976  0.99604074 -0.92842777 -0.67250372 -0.36674058]
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,[-16.361843  22.11462   -5.245717 ...   0.         0.         0.      ],[ True False False False False],[ 0.33703891  0.93968798 -0.90102653 -0.94070509  0.15488351]
COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,[18.581026  -7.1492853 20.494232  ...  0.         0.         0.       ],[False  True False False False],[ 0.68591293 -0.01802068 -0.86323942 -0.7483552  -0.36461987]
CCC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,[-1.9843335 -2.0354228  5.324794  ...  0.         0.         0.       ],[ True False False False False],[-0.0611868   0.48382563  0.03862073 -0.93649215 -0.18857437]
CCOC(C1=NCC(C)(C)CN1)c1cccc(F)c1,[9.481092   0.21187496 2.2092812  ... 0.         0.         0.        ],[False False False False  True],"[ 4.53287870e-01  1.00303237e+00  1.48871663e-01 -7.22066284e-01
  4.43458980e-04]"
CNC(=O)Oc1ccccc1C(OC)OC,[ 25.00386 -18.01298  22.0378  ...   0.        0.        0.     ],[False False False False  True],[-0.03998986  0.64067304 -0.93343386  0.24796323  0.26740576]
COP(=S)(OC)SCCNC(C)=O,[-6.808323   1.4868191 -8.3958    ...  0.         0.         0.       ],[False False False False  True],[ 0.4860853   0.9230932  -0.91712319 -0.86104779  0.22084257]
COP(=S)(OC)Oc1ccc(C#N)c(C)c1,[8.321902  4.2692833 1.4538655 ... 0.        0.        0.       ],[False False False False  True],[-0.40530811  0.78649306 -0.96831779 -0.91991935 -0.06031042]
CCOP(=S)(OCC)SCC(=O)OC,[-8.040348   4.7247586  1.3157036 ...  0.         0.         0.       ],[False False False False  True],[ 0.66818151  0.93805505 -0.81164255  1.         -0.0594235 ]
COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,[ 16.40035  -10.662651   6.612008 ...   0.         0.         0.      ],[False  True False False False],[ 0.86026697  0.8971935  -0.36125698 -0.17417664  0.71902807]
C=CC(=O)OCCOC(=O)c1ccc(C(=O)O)cc1C(=O)O,[-7.954201  -1.0685073 -0.1037432 ...  0.         0.         0.       ],[False False False False  True],[ 0.45527839 -0.17390795 -0.76327668 -0.97492281 -0.24878049]
O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,[1.3341641 1.5988932 4.872009  ... 0.        0.        0.       ],[False False  True False False],[-0.76470205  0.87279329 -0.89074355 -0.74627562 -0.24455648]
CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,[-4.2817717 -3.1697426  1.5144892 ...  0.         0.         0.       ],[False False False False  True],[ 0.51667092 -0.03724491 -0.78903936 -0.5179181   0.00709534]
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,[ 25.38541  -12.530772  15.373938 ...   0.         0.         0.      ],[False False False False  True],[-0.58578091  0.796776   -0.91899257 -0.94588839  0.16718404]
