Drug,Caco2_Wang,PPBR_AZ,VDss_Lombardo,Half_Life_Obach,LD50_Zhu
CC(C)CCCC(C)(C)O,,,,,1.327
CC(O)COS(C)(=O)=S,,,,,2.331
COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(COC(=O)CCC(=O)O)CC2)cc1NC(=O)CCC(=O)O,,84.9,,,
Cc1ccc(N)cc1C,,,,,2.174
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H](C)NC1=O,-5.3000002,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(OCc2ccccc2)C(C)O1,,,48.0,,
C[C@@H](NC1=CC(=O)CC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,98.0,,,
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,,98.21,,,
Cc1ccc(O)cc1C,,,,,2.225
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O,,,,1.1,
CCCOC(=O)CCC(=O)OCCC,,,,,1.494
O=C(OCC(Br)(Br)Br)c1ccco1,,,,,2.4
C1CN(SSSSN2CCOCC2)CCO1,,,,,1.797
N#CCCSCCC#N,,,,,1.5219999999999998
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,,,,,3.372
CCCCCCCc1ccc(C)cc1O,,,,,1.793
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[NH+]1CCCCC1,,,0.3,,
N#CC1CCC2OC2C1,,,,,2.001
Cc1ccc(C)c(O)c1,,,,,2.44
Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(/C=C4\CCN(C5CC[NH2+]C5)C4=O)CSC23)ns1,,,0.27,,
Nc1ccc(Br)cc1,,,,,2.577
CCOc1ccccc1OCC1CNCCO1,-4.3899999,,,4.1,2.074
CC1(C)COC(c2ccccc2O)=N1,,,,,1.713
CC(=O)CC(=O)Nc1ccccc1,,,,,1.581
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,,0.29,,
CN(C)C(=[NH2+])NC(=N)N,,,0.64,,
CC(C)(C)C1CCC(=O)CC1,,,,,1.489
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,,,,,2.8939999999999997
CC(=O)NC[C@H]1CN(c2ccc(-c3nnc(CC/C(C)=N\O)s3)c(F)c2)C(=O)O1,-5.250906,,,,
CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,,,,,3.935
OC1CCc2ccccc21,,,,,2.335
CCOP(=S)(OCC)OC(C)=CC(=O)OC,,,,,6.282
CC(C)NCC(O)COc1cccc2ccccc12,,,,3.4,2.594
CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1,,,0.78,,
Nc1ccn(C2COC(CO)S2)c(=O)n1,,,0.84,,
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,,,,,3.1039999999999996
Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C,,97.66,,,
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)C(C(=O)[O-])C(C)C,,,0.22,,
O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,,,,,2.537
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,,,,,3.46
CCN(CC)C(=O)c1ccc(O)c(OC)c1,,,,,3.161
NCCNc1ccc(N)cc1,,,,,2.901
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,,5.5,11.0,2.49
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,,,,,2.497
CCOC(=O)CC(=O)NP(=O)(OC)SC,,,,,3.31
CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,,,0.16,,
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,,,2.0,,
CC(=O)OCCN(CCC#N)c1ccccc1,,,,,2.05
CC(C)CCCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,,,,,2.859
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,,98.64,,,
CCCCCCCCCc1cc(C)cc(Cc2cc(C)cc(CCCCCCCCC)c2O)c1O,,,,,1.163
O=C(Cc1ccccc1)OCCc1ccccc1,,,,,1.205
N#Cc1ccc(NCC(F)(F)c2ccccc2)c(F)c1CC(=O)NCCONC(=N)N,-5.647924400000001,,,,
c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1,,99.69,,,
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,,,,15.0,
COc1coc(CSP(=O)(OC)OC)cc1=O,,,,,4.086
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,,97.07,,,
COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,3.5580000000000003
CC(C)=CCCC(C)=CC(=O)O,,,,,1.658
CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,-4.6937804000000005,,,,
CC(C)(C)NC(=O)NCCN1CCCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,,97.2,,,
CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,,,0.94,,
COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCCCC2)cc1NC(=O)CCC(=O)O,,69.61,,,
CCSc1nc(NC(C)C)nc(NC(C)C)n1,,,,,1.816
O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,,91.99,,,
CCOc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,98.4,,,
CCCOP(=O)(OC=C(Cl)Cl)OCCCl,,,,,4.0760000000000005
ClCCl,,,,,1.725
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,,80.29,,,
CCC(CC)COCCC#N,,,,,1.8
C1CSCCO1,,,,,1.5659999999999998
CC(C)CC(N)C(=O)NCC(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.4206805000000005,,,,
ClCCOCCOCCOCCCl,,,,,3.109
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,99.77,,,
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCC2)c2ccccc12,,98.7,,,
CNC(=O)Oc1ccccc1,,,,,2.447
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,,87.11,,,
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,,3.9,36.0,
O=CCCCC(O)C=O,,,,,0.884
CCCCCCCCC=CCCCCCCCC(=O)OCC1CO1,,,,,1.983
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,,,,,3.0189999999999997
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,,,,8.8,
CCO[Si](C)(CCl)OCC,,,,,2.148
CC(C)CC(=O)OC1CCC(N2CCCCC2)CC1,,,,,2.245
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(OC)cc1,-5.9819288,,,,
CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21,-5.170000099999998,,,,
C=CCNC(=O)OCC(O)C1COc2ccccc2O1,,,,,2.27
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,,,,,1.796
CCCCc1c(C)[nH]c(NCC)nc1=O,,,,,1.719
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,,,3.285
O=C(O)c1ccccc1,-4.0050001,,,,1.856
OCC(O)CN1CCN(c2ccccc2)CC1,,,,,2.59
O=C(O)CCCCC1CCSS1,,,,,2.261
CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,,97.71,,,
O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,,,,,2.129
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,,,,,2.191
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,,99.4,,,
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,,,1.3,,
COP(=S)(OC)Oc1cc(C)n(C)c(=O)c1,,,,,5.511
CNCC1CCCCC1,,,,,1.955
Oc1cc(O)cc(Sc2cc(O)cc(O)c2)c1,,,,,1.766
CCCCCCCC(=O)OCC,,,,,0.8220000000000001
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,,,,,1.732
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,,,,2.93
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,98.0,,,
C#CC1(O)C(CO)OC(n2ccc(N)nc2=O)C1O,,,1.1,,
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,,0.9,,2.2
CCCCN(N=O)C(=O)OCC,,,,,2.287
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,,,0.46,,2.221
Cc1ccc(O)c(C(CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,,,1.5,,
CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,,,,,2.371
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,,,,,2.516
CN1CC(=O)NC1=N,-5.935409099999998,,,,
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,,,,,3.158
ClCC1CO1,,,,,3.012
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,,,,,3.347
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,,,,,2.881
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,,87.62,,,
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,,,,,4.037
N#CCC[Si](Cl)(Cl)Cl,,,,,1.974
O=C(CF)Nc1ccc(Br)cc1,,,,,3.903
CC(N)CCN,,,,,1.815
CN[C@@H](C)C(=O)N[C@H](C(=O)N(C)[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,,73.36,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,45.41,,1.1,
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78,,,,20.0,
COc1nc(C)nc(Cl)c1NC1=NCCN1,,,,2.2,
FC(F)(F)c1nc2c(Cl)cccc2[nH]1,,,,,4.06
CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,,,,,1.641
COc1cc2c(cc1OC)CC(=O)N(CCC[NH+](C)CC1Cc3cc(OC)c(OC)cc31)CC2,,,1.66,,
Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,,0.98,,
O=C(c1ccccc1)c1ccc(O)cc1,,,,,1.215
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,,,,,3.345
COc1ccccc1N1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,,,,,2.88
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,,82.39,,,
CCN(CC)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,,,,,2.557
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,,,4.226
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,,,,0.95,
OC1COC2C(O)COC12,,,,,0.782
CCCSP(C)(=O)SCCC,,,,,5.077
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,,,1.05,,
Cc1ccc(C)nc1,,,,,2.127
N[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C[NH3+])CC[C@H]3[NH3+])[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CC[NH3+])[C@@H]1O,,,0.21,,
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,,,,2.228
Cc1c(N)cccc1Cl,,,,,2.392
CCC(CC)COC(C(=O)OCC[NH+](C)C)(c1ccccc1)c1ccccc1,,,7.1,,
Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,97.32,,,
CCCCCCC=NO,,,,,2.092
CC(C)C=O,,,,,1.876
CN(C)C(=S)SCN1CCOCC1,,,,,2.167
O=C(/C=C/c1ccc(C[NH+](CCO)CCc2c[nH]c3ccccc23)cc1)NO,,,2.17,,
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,,,,,3.0589999999999997
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,0.84,
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,,,,,3.049
Cc1ccoc1C,,,,,2.506
C1=CCCCC1,,,,,1.625
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,-5.579999900000002,,,,
C=C(C)C(=O)OCCN(CC)CC,,,,,1.596
CCCCc1c(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n(-c2ccccc2)c1=O,,,,,2.224
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,,,,2.9360000000000004
CCCOP(C)(=O)SCCC,,,,,5.2139999999999995
CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,,,,,3.794
CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,,,,1.2,
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,,91.99,,2.3,2.542
CCCC(CCC)C(C)NC(=O)CC,,,,,2.454
CCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,,89.27,,,
O=C(O)CSc1nc(-c2ccccc2)ns1,,,,,2.7030000000000003
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,,,,,2.2880000000000003
NC1=NCC(CN2CCN(c3ccccc3)CC2)O1,,,,,2.656
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-6.0727587,,,1.8,
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,,,0.74,,
CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,,87.62,,,
COc1cc2c(cc1OC)[C@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2,-4.6799998,,,,
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,,,,,5.153
CCS(=O)CCOP(=S)(OC)OC,,,,,2.613
C=CCN(CC=C)C(=O)C(Cl)Cl,,,,,2.017
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccccc3)nc2c1C,-4.5900002,,,,
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C23OC(=O)OC2C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,,,13.83,,
COc1cccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)c1,,95.63,,,
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,,98.89,,,
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,,,,,2.157
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,,,,,4.878
CCN(CC)c1ccc(C=O)cc1,,,,,1.442
CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)[O-])cc1S(=O)(=O)[O-],,,0.18,,
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,,,,,2.049
Cc1nc2sccn2c1C=NNC(=O)CN(C)C,,,,,2.248
COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,,,12.0,,
Nc1ccccc1C(=O)OCC=Cc1ccccc1,,,,,1.705
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,,,0.01,,
CCCCC(C)(C)C(O)/C=C/C1C(O)CC(Cl)C1C/C=C/CCCC(=O)[O-],,,0.16,,
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1coc2ccccc2c1=O,,,,,3.293
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,,,,,2.725
C=CC(C)(O)CCCCC,,,,,1.898
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C1=O,-5.8200002,,,,
NC1=NC(c2ccc(F)cc2)Cc2ccc(F)cc21,,67.12,,,
CC(=O)CCc1ccc(OC(C)=O)cc1,,,,,1.832
CC(=O)C=C(C)C,,,,,1.943
CCSC(=O)N(CC(C)C)CC(C)C,,,,,1.735
CCN(CC)C(=O)c1ccc(OC)cc1O,,,,,2.05
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,,,,,2.127
CCN(Cc1ccncc1)N=O,,,,,3.616
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-5.2800002,,,,
CN1C(=O)C2C=CC1c1ccccc12,,,,,2.361
[NH3+]CCCCC(NC(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],,,0.89,,
CC1=CCC(C(C)C)=CC1,,,,,1.5719999999999998
CC1(C)SC2C(NC(=O)C([NH3+])c3ccccc3)C(=O)N2C1C(=O)[O-],,,0.22,,
COc1ccc(NC(=O)N(C)C)cc1Cl,,,,,2.155
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,,,,,2.05
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,,,,,2.387
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,,,,,3.2089999999999996
O=c1[nH]c2cc(Cl)ccc2o1,-4.190000100000002,,,,2.347
CC(C)(O/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)[O-],,,0.31,,
CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,88.82,,,
CC(C)(C)c1ccc(C(=O)O)cc1,,,,,2.406
CC[Si](Cl)(Cl)Cl,,,,,2.09
CCCCCCCCP(=O)(CCCCCCCC)CCC(C)C,,,,,1.615
O=C(CF)NC(=O)Nc1ccccc1,,,,,3.895
CCCCCCOC(COCC(OCC)OCCCCCC)OCC,,,,,1.988
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,98.61,1.0,42.0,2.908
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,,,,,2.511
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,,,,,2.7489999999999997
CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O,,,,,4.05
CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2,,99.79,,,
C=CCOC(=O)C=CC(=O)OCC=C,,,,,2.8160000000000003
OCCN1CCOCC1,,,,,1.039
C=C(C#N)C(=O)OC,,,,,1.842
CCS(=O)(=O)Cc1ccccc1OC(=O)NC,,,,,2.7060000000000004
O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,67.12,,,
CCN(CC)S(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1Cl,,,,,3.89
O=C(O)c1cc(I)cc(I)c1I,,,,,2.7889999999999997
O=C(O)Cc1ccc(C2CCCCC2)c(Cl)c1,,,,,3.484
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,,94.32,,,
CO[Si](CCCS)(OC)OC,,,,,1.825
O=CC(Br)(Br)Br,,,,,3.448
C=CCO,,,,,2.958
Cc1ccccc1C(=O)N=C1NCCS1,,,,,2.383
CCCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,,,,,3.119
CCCCn1c(=O)n(CCC)c(=O)c2c(NC)n(C(=O)OC)nc21,,,,,2.1519999999999997
CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,,,0.1,,
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,,,,,3.983
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,,,,,4.859
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,,,,,3.814
C=COCCSC,,,,,1.561
C=C(C)C(=O)OCCSCCCC,,,,,1.582
CC(C)=CCC[C@](C)(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,-6.5883503,,,,
Cc1cc(C(=O)c2ccccc2)ccc1N=Cc1ccc(OCCC(C)C)cc1,,,,,2.41
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,-5.48,,,67.0,
S=C=NCCN=C=S,,,,,3.11
CC(=O)Nc1cccc(N=Nc2ccc(N(C)C)cc2)c1,,,,,1.679
COc1c(OP(=S)(OC)OC)cnn(C)c1=O,,,,,5.05
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,,,,3.4,
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,,,,,2.129
CCCCSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,,,,,3.712
CC(C=O)=Cc1ccccc1,,,,,1.853
ClCCBr,,,,,3.35
Cc1nc(-c2c(Cl)cc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,-4.6382723,,,,
CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,,,0.95,,
CC(=O)CCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,,,,,2.265
CCCCON=O,,,,,3.094
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.742363900000001,,,,
c1coc(-c2nc3ccccc3[nH]2)c1,,,,,2.5660000000000003
CN1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,,,,,2.707
CCOc1ccc(C(=O)NCc2ccc(OCCNC)cc2)cc1OCC,,,,,2.094
CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.8600001,,,,
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-5.9899998,,,,
C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,-6.1314831,,,,
O=C(c1ccccc1)c1cccc2c1CCC2C(=O)O,,,,,3.812
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,,,,,1.933
C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1,,88.35,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,93.1,,,
Cn1c(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCCCN3CCOCC3)CCCC2)cc2ccccc21,-4.9723473,,,,
C#CC1(OC(C)=O)CCCCC1C(C)CC,,,,,2.514
CCOC(=O)CSP(=S)(OCC)OCC,,,,,2.394
CCCCCCCCC1OC1CCCCCCCC(=O)OCC1(CC)OC1CCC,,,,,0.975
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,,,,,1.952
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,,,8.7,,
COc1ccc(N)c(OC)c1,,,,,2.519
CCCCCCCCC=CCCCCCCCC(=O)O,,,,,0.5820000000000001
N#Cc1cc(S(=O)(=O)Nc2ncc(Cl)s2)ccc1Oc1ccc(Cl)cc1-c1ccnn1C1CNC1,,99.19,,,
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-4.5100002,,,1.1,
CCNC(=S)NCC,,,,,2.622
Cc1ncc(CO)c(C(=O)O)c1O,,,,,1.388
CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,,,,,1.372
OCCNCCOc1ccc(C(=C(c2ccccc2)C(F)(F)F)c2ccccc2)cc1,,,,,2.485
O=C(NC1CC1)OCC(O)C1COc2ccccc2O1,,,,,2.27
